"Ensembl","Entrez","Gene.Symbol","Length"
"ENSMUSG00000023953",80905,"Polh",2569
"ENSMUSG00000067150",72322,"Xpo5",3709
"ENSMUSG00000076141",751553,"Mir693",89
"ENSMUSG00000095740",115488867,"Gm22474",107
"ENSMUSG00000067148",20016,"Polr1c",2278
"ENSMUSG00000071074",28064,"Yipf3",2693
"ENSMUSG00000071073",224813,"Lrrc73",1384
"ENSMUSG00000012296",74094,"Tjap1",2595
"ENSMUSG00000047428",106565,"Dlk2",2113
"ENSMUSG00000032842",224814,"Abcc10",6856
"ENSMUSG00000015597",57908,"Zfp318",8594
"ENSMUSG00000023968",114570,"Crip3",1520
"ENSMUSG00000067144",108114,"Slc22a7",2007
"ENSMUSG00000091742",328825,"Gm5093",522
"ENSMUSG00000015599",106763,"Ttbk1",6959
"ENSMUSG00000040658",381101,"Dnph1",1106
"ENSMUSG00000040327",78309,"Cul9",12198
"ENSMUSG00000015605",20807,"Srf",4093
"ENSMUSG00000023972",71461,"Ptk7",4255
"ENSMUSG00000003546",74764,"Klc4",2322
"ENSMUSG00000002767",27398,"Mrpl2",1170
"ENSMUSG00000038545",66515,"Cul7",7410
"ENSMUSG00000023971",224823,"Rrp36",1195
"ENSMUSG00000063576",71765,"Klhdc3",2126
"ENSMUSG00000002768",17256,"Mea1",840
"ENSMUSG00000059409",21770,"Ppp2r5d",2926
"ENSMUSG00000002763",224824,"Pex6",3796
"ENSMUSG00000002769",14711,"Gnmt",1206
"ENSMUSG00000023973",72029,"Cnpy3",2659
"ENSMUSG00000036858",19208,"Ptcra",1283
"ENSMUSG00000062619",67101,"2310039H08Rik",773
"ENSMUSG00000063888",66229,"Rpl7l1",2606
"ENSMUSG00000036568",210982,"Bicral",6579
"ENSMUSG00000036430",72726,"Tbcc",1843
"ENSMUSG00000023978",19133,"Prph2",3002
"ENSMUSG00000023977",224826,"Ubr2",7747
"ENSMUSG00000091775",105246356,"Gm16494",261
"ENSMUSG00000064043",224829,"Trerf1",9070
"ENSMUSG00000034729",64657,"Mrps10",8079
"ENSMUSG00000023979",107477,"Guca1b",2441
"ENSMUSG00000023982",14913,"Guca1a",871
"ENSMUSG00000047150",75462,"1700001C19Rik",1896
"ENSMUSG00000034382",224833,"AI661453",5056
"ENSMUSG00000023980",63856,"Taf8",2779
"ENSMUSG00000034165",12445,"Ccnd3",8775
"ENSMUSG00000023988",53414,"Bysl",3854
"ENSMUSG00000092558",56771,"Med20",7324
"ENSMUSG00000023984",112694759,"Gm20517",6495
"ENSMUSG00000083672",668463,"Kpna2-ps",1569
"ENSMUSG00000090115",224836,"Usp49",8581
"ENSMUSG00000033475",66119,"Tomm6",1131
"ENSMUSG00000084880",100415787,"Tomm6os",2944
"ENSMUSG00000096549",381104,"Prickle4",1962
"ENSMUSG00000023266",107971,"Frs3",3128
"ENSMUSG00000086930",100126242,"Frs3os",1064
"ENSMUSG00000023987",109820,"Pgc",1388
"ENSMUSG00000023990",21425,"Tfeb",5669
"ENSMUSG00000032717",17240,"Mdfi",3092
"ENSMUSG00000065027",115488832,"Gm25201",170
"ENSMUSG00000064748",115488828,"n-R5s28",119
"ENSMUSG00000023991",74123,"Foxp4",4926
"ENSMUSG00000094928",76651,"1700122O11Rik",771
"ENSMUSG00000073386",328829,"9830107B12Rik",3639
"ENSMUSG00000043939",328830,"A530064D06Rik",1913
"ENSMUSG00000042265",58217,"Trem1",2996
"ENSMUSG00000041754",58218,"Trem3",994
"ENSMUSG00000051682",224840,"Treml4",1997
"ENSMUSG00000071068",328833,"Treml2",4509
"ENSMUSG00000043740",320148,"B430306N03Rik",6937
"ENSMUSG00000023992",83433,"Trem2",4946
"ENSMUSG00000023993",71326,"Treml1",1248
"ENSMUSG00000023994",18044,"Nfya",7315
"ENSMUSG00000040771",106821,"Oard1",1336
"ENSMUSG00000040694",11811,"Apobec2",1218
"ENSMUSG00000023995",70026,"Tspo2",3176
"ENSMUSG00000043592",76589,"Unc5cl",3224
"ENSMUSG00000077708",115486038,"Gm24071",132
"ENSMUSG00000040490",70530,"Lrfn2",3202
"ENSMUSG00000101012",69311,"1700008K24Rik",950
"ENSMUSG00000064541",115488887,"Gm22978",160
"ENSMUSG00000064120",56738,"Mocs1",3110
"ENSMUSG00000040260",76441,"Daam2",6045
"ENSMUSG00000023999",319991,"Kif6",6015
"ENSMUSG00000039316",76438,"Rftn1",4504
"ENSMUSG00000067103",446210,"AY702103",5876
"ENSMUSG00000010592",13164,"Dazl",2942
"ENSMUSG00000038910",224860,"Plcl2",4050
"ENSMUSG00000023923",72238,"Tbc1d5",5613
"ENSMUSG00000023927",20230,"Satb1",19027
"ENSMUSG00000100150",100503190,"Gm19585",784
"ENSMUSG00000098552",108168350,"Gm27217",882
"ENSMUSG00000035580",211468,"Kcnh8",4557
"ENSMUSG00000023931",211482,"Efhb",2661
"ENSMUSG00000017831",271457,"Rab5a",2357
"ENSMUSG00000044957",110332,"Pp2d1",2476
"ENSMUSG00000000708",18519,"Kat2b",4867
"ENSMUSG00000023940",72415,"Sgo1",3810
"ENSMUSG00000062036",211496,"4932415M13Rik",3496
"ENSMUSG00000023122",69083,"Sult1c2",1846
"ENSMUSG00000023943",20888,"Sult1c1",1556
"ENSMUSG00000023945",63993,"Slc5a7",5176
"ENSMUSG00000099747",69418,"1700025K24Rik",740
"ENSMUSG00000089514",115486043,"Gm26291",137
"ENSMUSG00000024172",240119,"St6gal2",7375
"ENSMUSG00000091504",383258,"Vmn2r118",2562
"ENSMUSG00000024174",72836,"Pot1b",3499
"ENSMUSG00000088499",115488888,"Gm22654",105
"ENSMUSG00000032915",52614,"Adgre4",3491
"ENSMUSG00000057835",104349,"Zfp119a",2018
"ENSMUSG00000003198",224893,"Zfp959",2028
"ENSMUSG00000059912",433125,"Rpl21-ps6",468
"ENSMUSG00000062101",240120,"Zfp119b",2166
"ENSMUSG00000003206",50498,"Ebi3",1170
"ENSMUSG00000097077",100504333,"Gm16712",1960
"ENSMUSG00000003208",72886,"Yju2",1311
"ENSMUSG00000039154",20420,"Shd",1549
"ENSMUSG00000011589",240121,"Fsd1",1748
"ENSMUSG00000038781",106766,"Stap2",1491
"ENSMUSG00000003199",68047,"Mpnd",2305
"ENSMUSG00000003200",20405,"Sh3gl1",2072
"ENSMUSG00000002835",27221,"Chaf1a",3308
"ENSMUSG00000019578",66530,"Ubxn6",5685
"ENSMUSG00000002833",15193,"Hdgfl2",2251
"ENSMUSG00000002831",57435,"Plin4",5777
"ENSMUSG00000011305",66968,"Plin5",2087
"ENSMUSG00000037095",76905,"Lrg1",1351
"ENSMUSG00000001227",20359,"Sema6b",3977
"ENSMUSG00000044469",66443,"Tnfaip8l1",2379
"ENSMUSG00000019579",28106,"Mydgf",2222
"ENSMUSG00000001229",224897,"Dpp9",3509
"ENSMUSG00000065491",723883,"Mir7b",111
"ENSMUSG00000043683",14154,"Fem1a",6816
"ENSMUSG00000047123",106759,"Ticam1",2992
"ENSMUSG00000024197",66905,"Plin3",2159
"ENSMUSG00000073380",76920,"Arrdc5",1054
"ENSMUSG00000001228",18140,"Uhrf1",4259
"ENSMUSG00000024201",193796,"Kdm4b",4895
"ENSMUSG00000013236",19280,"Ptprs",6970
"ENSMUSG00000098339",102465590,"Mir6977",64
"ENSMUSG00000044526",20834,"Znrf4",1236
"ENSMUSG00000042625",224902,"Safb2",8165
"ENSMUSG00000071054",224903,"Safb",7268
"ENSMUSG00000049760",224904,"Micos13",755
"ENSMUSG00000057863",54217,"Rpl36",404
"ENSMUSG00000041168",74142,"Lonp1",2963
"ENSMUSG00000040828",106757,"Catsperd",2565
"ENSMUSG00000002372",71810,"Ranbp3",2511
"ENSMUSG00000054723",106639,"Vmac",2276
"ENSMUSG00000002379",69875,"Ndufa11",2661
"ENSMUSG00000039481",18188,"Nrtn",1023
"ENSMUSG00000007603",224907,"Dus3l",2303
"ENSMUSG00000090273",100504446,"Prr22",1959
"ENSMUSG00000024206",19725,"Rfx2",3353
"ENSMUSG00000024207",328845,"Acsbg2",2609
"ENSMUSG00000024209",78625,"Acsbg3",2906
"ENSMUSG00000024212",64144,"Mllt1",3608
"ENSMUSG00000045019",171168,"Acer1",2429
"ENSMUSG00000002660",53895,"Clpp",1207
"ENSMUSG00000002661",66400,"Alkbh7",1029
"ENSMUSG00000002664",19197,"Pspn",474
"ENSMUSG00000002658",98053,"Gtf2f1",1717
"ENSMUSG00000007670",16549,"Khsrp",3990
"ENSMUSG00000011486",103775,"Slc25a41",1331
"ENSMUSG00000046329",66972,"Slc25a23",5294
"ENSMUSG00000044279",224912,"Crb3",1564
"ENSMUSG00000002668",70785,"Dennd1c",2520
"ENSMUSG00000062591",22153,"Tubb4a",2228
"ENSMUSG00000079414",100169874,"Gm11110",1013
"ENSMUSG00000035678",21950,"Tnfsf9",1230
"ENSMUSG00000019489",21948,"Cd70",842
"ENSMUSG00000005824",50930,"Tnfsf14",1859
"ENSMUSG00000024164",12266,"C3",5143
"ENSMUSG00000099066",102465591,"Mir6978",57
"ENSMUSG00000005823",78308,"Gpr108",2095
"ENSMUSG00000019487",106628,"Trip10",2290
"ENSMUSG00000034116",22324,"Vav1",3688
"ENSMUSG00000004730",13733,"Adgre1",3245
"ENSMUSG00000090655",224916,"Vmn2r120",2571
"ENSMUSG00000084428",115488861,"Gm25102",112
"ENSMUSG00000038048",620292,"Cntnap5c",3918
"ENSMUSG00000071052",674419,"Rpl7a-ps5",807
"ENSMUSG00000046952",545216,"Gm5815",1185
"ENSMUSG00000024227",69239,"Pdzph1",4434
"ENSMUSG00000086594",75039,"Nudt12os",1557
"ENSMUSG00000024228",67993,"Nudt12",4401
"ENSMUSG00000077629",115486040,"Gm23769",121
"ENSMUSG00000077562",115488881,"Gm23203",107
"ENSMUSG00000064732",115488845,"Gm23447",163
"ENSMUSG00000093761",433129,"Obox6-ps1",1042
"ENSMUSG00000064570",115488837,"Gm25800",134
"ENSMUSG00000048915",13640,"Efna5",4032
"ENSMUSG00000023965",50758,"Fbxl17",5526
"ENSMUSG00000088853",115486045,"Gm24730",117
"ENSMUSG00000090565",414079,"4930405O22Rik",1012
"ENSMUSG00000091426",100417136,"Gm17228",491
"ENSMUSG00000000127",14158,"Fer",3473
"ENSMUSG00000024083",224938,"Pja2",4740
"ENSMUSG00000098984",102465228,"Mir6420",102
"ENSMUSG00000073377",100043582,"AU016765",1185
"ENSMUSG00000024085",17158,"Man2a1",7223
"ENSMUSG00000024088",78057,"4930583I09Rik",630
"ENSMUSG00000077691",115486036,"Gm25344",132
"ENSMUSG00000045036",381107,"Tmem232",2673
"ENSMUSG00000024091",30960,"Vapa",1640
"ENSMUSG00000050612",213272,"Txndc2",1899
"ENSMUSG00000056515",106572,"Rab31",3476
"ENSMUSG00000061950",70351,"Ppp4r1",5449
"ENSMUSG00000024096",19765,"Ralbp1",4335
"ENSMUSG00000024098",65960,"Twsg1",4046
"ENSMUSG00000034647",106585,"Ankrd12",11508
"ENSMUSG00000024099",72900,"Ndufv2",1990
"ENSMUSG00000094158",115488872,"Gm23264",107
"ENSMUSG00000024101",68767,"Washc1",2986
"ENSMUSG00000035842",320209,"Ddx11",4149
"ENSMUSG00000052105",68617,"Mtcl1",9268
"ENSMUSG00000093686",100043876,"Gm4705",354
"ENSMUSG00000023460",19328,"Rab12",3021
"ENSMUSG00000024105",74556,"Themis3",1797
"ENSMUSG00000033278",19274,"Ptprm",5569
"ENSMUSG00000093508",100885844,"Mir5709",89
"ENSMUSG00000073375",240131,"Lrrc30",1759
"ENSMUSG00000032796",16772,"Lama1",9518
"ENSMUSG00000024043",268970,"Arhgap28",5377
"ENSMUSG00000041565",320858,"L3mbtl4",3515
"ENSMUSG00000090224",100416108,"Gm15974",531
"ENSMUSG00000095407",622645,"Tmem200c",3213
"ENSMUSG00000024044",13823,"Epb41l3",4109
"ENSMUSG00000100572",69750,"2410021H03Rik",764
"ENSMUSG00000049672",22666,"Zbtb14",4231
"ENSMUSG00000091636",320722,"Akain1",2296
"ENSMUSG00000003279",224997,"Dlgap1",16992
"ENSMUSG00000047407",21815,"Tgif1",5625
"ENSMUSG00000080468",100316676,"Mir1195",98
"ENSMUSG00000100865",668724,"Gm9320",473
"ENSMUSG00000066983",546695,"Gm16519",489
"ENSMUSG00000034868",67938,"Myl12b",1711
"ENSMUSG00000024048",67268,"Myl12a",3201
"ENSMUSG00000024049",17929,"Myom1",5672
"ENSMUSG00000024052",64898,"Lpin2",12233
"ENSMUSG00000024053",246707,"Emilin2",3910
"ENSMUSG00000024054",74355,"Smchd1",19319
"ENSMUSG00000024056",67052,"Ndc80",2201
"ENSMUSG00000079356",668740,"Mettl4-ps1",2144
"ENSMUSG00000052525",70891,"Spdya",2198
"ENSMUSG00000085492",68789,"Trmt61b",2897
"ENSMUSG00000041057",72515,"Wdr43",3450
"ENSMUSG00000093289",100217462,"Snord92",85
"ENSMUSG00000092887",100217456,"Snord53",78
"ENSMUSG00000092713",115488835,"Gm22858",76
"ENSMUSG00000045761",320159,"Togaram2",5624
"ENSMUSG00000044375",225004,"Pcare",5004
"ENSMUSG00000024059",78785,"Clip4",4055
"ENSMUSG00000055471",11682,"Alk",4866
"ENSMUSG00000039770",383295,"Ypel5",2869
"ENSMUSG00000024063",77889,"Lbh",3207
"ENSMUSG00000095729",115488866,"Gm23649",107
"ENSMUSG00000054469",225010,"Lclat1",4689
"ENSMUSG00000088224",115486042,"Gm25406",105
"ENSMUSG00000043705",381122,"Capn13",2614
"ENSMUSG00000024064",71685,"Galnt14",5348
"ENSMUSG00000024065",57440,"Ehd3",3658
"ENSMUSG00000024066",22436,"Xdh",4587
"ENSMUSG00000088060",115488842,"Gm24475",143
"ENSMUSG00000038541",94224,"Srd5a2",854
"ENSMUSG00000058704",76890,"Memo1",1513
"ENSMUSG00000024067",66310,"Dpy30",974
"ENSMUSG00000024068",50850,"Spast",4696
"ENSMUSG00000024069",210148,"Slc30a6",2171
"ENSMUSG00000039193",268973,"Nlrc4",3838
"ENSMUSG00000024072",67864,"Yipf4",2133
"ENSMUSG00000024073",12211,"Birc6",28830
"ENSMUSG00000024078",74196,"Ttc27",2820
"ENSMUSG00000001870",268977,"Ltbp1",10480
"ENSMUSG00000084025",621988,"Gm6276",579
"ENSMUSG00000071042",240168,"Rasgrp3",4921
"ENSMUSG00000002017",72722,"Fam98a",3479
"ENSMUSG00000077299",115488879,"Gm24126",106
"ENSMUSG00000037064",383275,"Gm5229",354
"ENSMUSG00000024074",50766,"Crim1",5995
"ENSMUSG00000056121",225020,"Fez2",2020
"ENSMUSG00000024076",74199,"Vit",2720
"ENSMUSG00000024077",268980,"Strn",8858
"ENSMUSG00000039414",320473,"Heatr5b",6437
"ENSMUSG00000050668",53951,"Gpatch11",4198
"ENSMUSG00000024079",19106,"Eif2ak2",5113
"ENSMUSG00000038045",73671,"Sult6b1",2125
"ENSMUSG00000062691",68554,"Cebpzos",1131
"ENSMUSG00000024081",12607,"Cebpz",4074
"ENSMUSG00000024082",73694,"Ndufaf7",2303
"ENSMUSG00000024070",75292,"Prkd3",11017
"ENSMUSG00000024084",70536,"Qpct",1924
"ENSMUSG00000036533",260409,"Cdc42ep3",1967
"ENSMUSG00000036368",381110,"Rmdn2",1802
"ENSMUSG00000024087",13078,"Cyp1b1",5128
"ENSMUSG00000059811",56298,"Atl2",3616
"ENSMUSG00000024095",72692,"Hnrnpll",11677
"ENSMUSG00000088183",115488890,"Gm22215",96
"ENSMUSG00000088276",115488889,"Gm23125",106
"ENSMUSG00000035473",319625,"Galm",2476
"ENSMUSG00000024097",225027,"Srsf7",2279
"ENSMUSG00000046196",67737,"Ttc39d",2438
"ENSMUSG00000055760",67242,"Gemin6",1428
"ENSMUSG00000035051",106794,"Dhx57",5077
"ENSMUSG00000045257",378462,"Morn2",644
"ENSMUSG00000054901",381112,"Arhgef33",3260
"ENSMUSG00000024241",20662,"Sos1",8919
"ENSMUSG00000033966",381113,"Cdkl4",2931
"ENSMUSG00000024242",225028,"Map4k3",4231
"ENSMUSG00000024245",68027,"Tmem178",1696
"ENSMUSG00000024246",72167,"Thumpd2",1856
"ENSMUSG00000054640",20541,"Slc8a1",2934
"ENSMUSG00000088817",115486046,"Gm22386",129
"ENSMUSG00000024247",106522,"Pkdcc",2712
"ENSMUSG00000088410",115486035,"Gm24240",135
"ENSMUSG00000094256",545226,"Rpl21-ps7",483
"ENSMUSG00000032624",78798,"Eml4",5445
"ENSMUSG00000024248",20463,"Cox7a2l",1147
"ENSMUSG00000045053",225030,"Kcng3",3356
"ENSMUSG00000055817",116871,"Mta3",5319
"ENSMUSG00000000673",107766,"Haao",1222
"ENSMUSG00000097254",320021,"C430042M11Rik",1617
"ENSMUSG00000045817",12193,"Zfp36l2",3530
"ENSMUSG00000024251",240174,"Thada",7884
"ENSMUSG00000065732",115488873,"Gm24492",107
"ENSMUSG00000096415",115488863,"Gm24722",107
"ENSMUSG00000040852",213556,"Plekhh2",6886
"ENSMUSG00000065319",115488877,"Gm26066",109
"ENSMUSG00000024253",213575,"Dync2li1",1324
"ENSMUSG00000040505",27409,"Abcg5",2712
"ENSMUSG00000024254",67470,"Abcg8",3749
"ENSMUSG00000024120",72416,"Lrpprc",8504
"ENSMUSG00000097047",68531,"1110020A21Rik",853
"ENSMUSG00000061130",19043,"Ppm1b",4971
"ENSMUSG00000024131",20532,"Slc3a1",2307
"ENSMUSG00000024127",213760,"Prepl",3830
"ENSMUSG00000071037",73582,"Camkmt",972
"ENSMUSG00000097803",668850,"Rpl31-ps16",376
"ENSMUSG00000093460",100043902,"Six3os1",11884
"ENSMUSG00000038805",20473,"Six3",5446
"ENSMUSG00000024134",20472,"Six2",2119
"ENSMUSG00000024135",78586,"Srbd1",3530
"ENSMUSG00000045038",18754,"Prkce",7261
"ENSMUSG00000100738",72104,"2010106C02Rik",660
"ENSMUSG00000024140",13819,"Epas1",5309
"ENSMUSG00000037689",78469,"Tmem247",751
"ENSMUSG00000053375",74915,"Atp6v1e2",1005
"ENSMUSG00000024143",104215,"Rhoq",4151
"ENSMUSG00000024145",18701,"Pigf",988
"ENSMUSG00000024146",56724,"Cript",1712
"ENSMUSG00000087736",115488848,"Gm24648",132
"ENSMUSG00000037104",56468,"Socs5",4392
"ENSMUSG00000024150",193813,"Mcfd2",2612
"ENSMUSG00000085287",74597,"4833418N02Rik",2762
"ENSMUSG00000036918",225049,"Ttc7",6315
"ENSMUSG00000036557",75467,"Stpg4",1208
"ENSMUSG00000036438",12314,"Calm2",1467
"ENSMUSG00000089427",115486041,"Gm26005",134
"ENSMUSG00000045394",17075,"Epcam",2040
"ENSMUSG00000024151",17685,"Msh2",5518
"ENSMUSG00000050138",210741,"Kcnk12",1936
"ENSMUSG00000005370",17688,"Msh6",4254
"ENSMUSG00000005371",225055,"Fbxo11",4144
"ENSMUSG00000058869",225058,"Gm4832",482
"ENSMUSG00000088791",115488891,"Gm22542",95
"ENSMUSG00000095624",115488870,"Gm23947",107
"ENSMUSG00000034998",14236,"Foxn2",7357
"ENSMUSG00000034709",73825,"Ppp1r21",4255
"ENSMUSG00000033855",77057,"Ston1",4521
"ENSMUSG00000024154",71828,"Gtf2a1l",1621
"ENSMUSG00000024107",16867,"Lhcgr",2553
"ENSMUSG00000032937",14309,"Fshr",2079
"ENSMUSG00000066878",100043906,"Gm10184",1939
"ENSMUSG00000024109",18189,"Nrxn1",17739
"ENSMUSG00000090160",78800,"4930480K15Rik",2199
"ENSMUSG00000087942",115486044,"Gm24244",130
"ENSMUSG00000024256",11516,"Adcyap1",2088
"ENSMUSG00000094473",115488869,"Gm25935",107
"ENSMUSG00000077433",115488878,"Gm22593",109
"ENSMUSG00000055660",76781,"Mettl4",2150
"ENSMUSG00000098090",77022,"2700099C18Rik",2181
"ENSMUSG00000066057",100038746,"Gm1976",1912
"ENSMUSG00000065658",115488862,"Gm23102",116
"ENSMUSG00000095193",100044193,"Gm20939",1572
"ENSMUSG00000101796",69438,"1700020D14Rik",602
"ENSMUSG00000101492",102631771,"Gm29089",602
"ENSMUSG00000100968",100039202,"Gm2098",1763
"ENSMUSG00000053211",22767,"Zfy1",2868
"ENSMUSG00000069053",22202,"Uba1y",4045
"ENSMUSG00000056673",20592,"Kdm5d",15164
"ENSMUSG00000075874",115489305,"LOC115489305",119
"ENSMUSG00000069049",26908,"Eif2s3y",4161
"ENSMUSG00000091749",22109,"Tspy-ps",1563
"ENSMUSG00000068457",22290,"Uty",9791
"ENSMUSG00000069045",26900,"Ddx3y",5199
"ENSMUSG00000099809",100417526,"Gm18665",270
"ENSMUSG00000069044",107868,"Usp9y",8094
"ENSMUSG00000077793",115489306,"Gm25565",105
"ENSMUSG00000100356",100417741,"Gm18797",1174
"ENSMUSG00000000103",22768,"Zfy2",3107
"ENSMUSG00000099614",22204,"Uba1y-ps2",2544
"ENSMUSG00000099973",100417739,"Gm18796",1767
"ENSMUSG00000094881",547210,"H2al2c",336
"ENSMUSG00000099748",22203,"Uba1y-ps1",1708
"ENSMUSG00000069036",21674,"Sry",1188
"ENSMUSG00000101064",100417743,"Gm18798",1700
"ENSMUSG00000095573",100042840,"H2al2b",336
"ENSMUSG00000102053",100042849,"Gm4064",1561
"ENSMUSG00000101066",667181,"Gm8498",974
"ENSMUSG00000094658",19657,"Rbmy",1727
"ENSMUSG00000095852",100042874,"Gm10256",1780
"ENSMUSG00000091987",100042881,"Gm10352",1576
"ENSMUSG00000093918",100862365,"Gm21677",1576
"ENSMUSG00000094511",100862383,"Gm21693",1576
"ENSMUSG00000093987",100862394,"Gm21704",1648
"ENSMUSG00000095948",100862398,"Gm21708",1727
"ENSMUSG00000099660",100039568,"Gm2316",921
"ENSMUSG00000096520",100041505,"Gm3376",1576
"ENSMUSG00000100360",101056088,"Gm28649",1581
"ENSMUSG00000100656",667227,"Gm8525",861
"ENSMUSG00000101499",667244,"Vmn2r-ps139",2057
"ENSMUSG00000102088",100861598,"Gm21064",1375
"ENSMUSG00000093927",108168642,"Gm20918",1227
"ENSMUSG00000096268",108168658,"Gm20914",1228
"ENSMUSG00000095148",100041362,"Gm20873",1342
"ENSMUSG00000096686",108168638,"Gm20830",1221
"ENSMUSG00000094484",108168669,"Gm21244",3115
"ENSMUSG00000100939",101056194,"Gm28998",919
"ENSMUSG00000094081",100040160,"Gm20826",4605
"ENSMUSG00000101181",100042172,"Vmn2r-ps149",590
"ENSMUSG00000100645",101056210,"Gm28576",919
"ENSMUSG00000095324",108168578,"Gm20825",1226
"ENSMUSG00000091077",100861879,"Gm21292",1794
"ENSMUSG00000100800",108168657,"Gm21301",699
"ENSMUSG00000095032",100861899,"Gm21310",1343
"ENSMUSG00000095242",108168637,"Gm20834",1220
"ENSMUSG00000100730",108168633,"Gm20776",700
"ENSMUSG00000094838",100040187,"Gm20828",1229
"ENSMUSG00000095508",108168614,"Gm20812",1230
"ENSMUSG00000094135",100861987,"Gm21379",1955
"ENSMUSG00000095759",115489290,"Gm21828",543
"ENSMUSG00000102613",100040335,"Gm20836",696
"ENSMUSG00000104127",100042565,"Gm20928",696
"ENSMUSG00000104191",102632745,"Gm30737",923
"ENSMUSG00000103666",108168636,"Gm38185",694
"ENSMUSG00000095172",100040022,"Gm20822",1229
"ENSMUSG00000095520",100041550,"Gm20877",1226
"ENSMUSG00000104032",100040262,"Gm20833",696
"ENSMUSG00000104439",100040714,"Gm20851",696
"ENSMUSG00000103802",100862345,"Gm21660",696
"ENSMUSG00000102290",100862366,"Gm21678",696
"ENSMUSG00000103371",102638610,"Gm35134",923
"ENSMUSG00000103023",100042337,"Gm20910",696
"ENSMUSG00000093848",100041223,"Gm20865",1225
"ENSMUSG00000102957",108168622,"Gm21065",696
"ENSMUSG00000104480",108168586,"Gm21661",696
"ENSMUSG00000103074",108168581,"Gm20925",696
"ENSMUSG00000102965",108168652,"Gm20926",696
"ENSMUSG00000102529",101055902,"Gm29740",655
"ENSMUSG00000102402",108168599,"Gm20840",696
"ENSMUSG00000102358",108168584,"Gm21412",696
"ENSMUSG00000104085",108168583,"Gm21427",696
"ENSMUSG00000102339",108168585,"Gm21443",696
"ENSMUSG00000099346",108168626,"Gm20895",693
"ENSMUSG00000100055",108168552,"Gm20890",923
"ENSMUSG00000101149",108168541,"Gm20892",696
"ENSMUSG00000102015",108168627,"Gm21476",693
"ENSMUSG00000099541",108168551,"Gm21488",923
"ENSMUSG00000100413",108168542,"Gm21506",696
"ENSMUSG00000099791",108168537,"Gm20891",696
"ENSMUSG00000101473",108168628,"Gm20893",693
"ENSMUSG00000101908",108168538,"Gm21642",696
"ENSMUSG00000101837",108168653,"Gm20810",696
"ENSMUSG00000100565",108168560,"Gm28091",622
"ENSMUSG00000100677",108168664,"Gm21184",693
"ENSMUSG00000100171",108168607,"Gm21201",693
"ENSMUSG00000101787",108168615,"Gm20853",693
"ENSMUSG00000100540",108168544,"Gm20799",696
"ENSMUSG00000100749",108168649,"Gm20798",696
"ENSMUSG00000101575",100042013,"Gm20898",693
"ENSMUSG00000096438",100042025,"Gapdh-ps15",1002
"ENSMUSG00000093895",108168511,"Gm21865",923
"ENSMUSG00000100644",100039014,"Gm20793",696
"ENSMUSG00000100196",100040171,"Gm20827",696
"ENSMUSG00000100611",108168661,"Gm21247",693
"ENSMUSG00000101310",108168635,"Gm21281",693
"ENSMUSG00000100972",108168590,"Gm28553",923
"ENSMUSG00000100331",108168516,"Gm20880",696
"ENSMUSG00000100390",108168540,"Gm20881",693
"ENSMUSG00000100802",108168646,"Gm20889",696
"ENSMUSG00000101752",108168546,"Gm20887",696
"ENSMUSG00000096769",108168594,"Gm21117",925
"ENSMUSG00000101631",108168588,"Gm20884",693
"ENSMUSG00000100098",108168619,"Gm21387",696
"ENSMUSG00000099709",108168539,"Gm21396",693
"ENSMUSG00000101623",100861821,"Gm21245",696
"ENSMUSG00000102044",108168660,"Gm21249",696
"ENSMUSG00000095606",100861839,"Gm21258",923
"ENSMUSG00000101987",108168631,"Gm21268",696
"ENSMUSG00000100072",108168598,"Gm21275",696
"ENSMUSG00000100834",108168648,"Gm21285",693
"ENSMUSG00000101490",108168602,"Gm20927",696
"ENSMUSG00000099993",108168568,"Gm20930",696
"ENSMUSG00000100142",108168575,"Gm21340",696
"ENSMUSG00000100539",108168569,"Gm20913",696
"ENSMUSG00000101100",102635519,"Gm28326",622
"ENSMUSG00000101005",100041346,"Gm20871",931
"ENSMUSG00000101510",108168634,"Gm21573",691
"ENSMUSG00000100559",108168596,"Gm20803",1230
"ENSMUSG00000099739",108168550,"Gm20804",696
"ENSMUSG00000101998",108168521,"Gm21530",694
"ENSMUSG00000099975",108168543,"Gm21617",691
"ENSMUSG00000100856",108168557,"Gm21627",918
"ENSMUSG00000101864",108168647,"Gm21634",694
"ENSMUSG00000100520",108168593,"Gm20885",654
"ENSMUSG00000101887",108168589,"Gm21654",691
"ENSMUSG00000101403",108168618,"Gm20882",696
"ENSMUSG00000101830",100042268,"Gm20907",693
"ENSMUSG00000101022",100042475,"Gm20921",652
"ENSMUSG00000095103",108168595,"Gm21171",673
"ENSMUSG00000101679",108168630,"Gm20936",658
"ENSMUSG00000099434",100042669,"Gm20934",696
"ENSMUSG00000100136",108168650,"Gm20933",693
"ENSMUSG00000100569",115489298,"Gm28646",697
"ENSMUSG00000099755",108168597,"Gm21114",696
"ENSMUSG00000099457",108168591,"Gm21794",696
"ENSMUSG00000096881",108168524,"Gm20874",663
"ENSMUSG00000101825",108168587,"Gm21806",696
"ENSMUSG00000099976",108168632,"Gm20935",693
"ENSMUSG00000100271",108168549,"Gm21127",693
"ENSMUSG00000101120",108168526,"Gm29452",313
"ENSMUSG00000101147",108168663,"Gm20818",693
"ENSMUSG00000101143",108168603,"Gm21151",693
