"","Ensembl.macaca","Ensembl.mouse","Entrez.mouse","Unique.ID","Mouse.gene.name"
"ENSMFAG00000001226","ENSMFAG00000001226","ENSMUSG00000047879",59025,"ENSMFAG00000001226.59025","Usp14"
"ENSMFAG00000034101","ENSMFAG00000034101","ENSMUSG00000020941",53859,"ENSMFAG00000034101.53859","Map3k14"
"ENSMFAG00000039780","ENSMFAG00000039780","ENSMUSG00000038598",100155,"ENSMFAG00000039780.100155","Shoc1"
"ENSMFAG00000030556","ENSMFAG00000030556","ENSMUSG00000042156",66573,"ENSMFAG00000030556.66573","Dzip1"
"ENSMFAG00000041586","ENSMFAG00000041586","ENSMUSG00000035559",234384,"ENSMFAG00000041586.234384","Mpv17l2"
"ENSMFAG00000031395","ENSMFAG00000031395","ENSMUSG00000002372",71810,"ENSMFAG00000031395.71810","Ranbp3"
"ENSMFAG00000001149","ENSMFAG00000001149","ENSMUSG00000034255",544817,"ENSMFAG00000001149.544817","Arhgap27"
"ENSMFAG00000002806","ENSMFAG00000002806","ENSMUSG00000024511",80718,"ENSMFAG00000002806.80718","Rab27b"
"ENSMFAG00000044104","ENSMFAG00000044104","ENSMUSG00000014418",246694,"ENSMFAG00000044104.246694","Hps5"
"ENSMFAG00000034058","ENSMFAG00000034058","ENSMUSG00000031448",234072,"ENSMFAG00000034058.234072","Adprhl1"
"ENSMFAG00000035718","ENSMFAG00000035718","ENSMUSG00000029648",14254,"ENSMFAG00000035718.14254","Flt1"
"ENSMFAG00000040002","ENSMFAG00000040002","ENSMUSG00000001473",67951,"ENSMFAG00000040002.67951","Tubb6"
"ENSMFAG00000041341","ENSMFAG00000041341","ENSMUSG00000020150",14431,"ENSMFAG00000041341.14431","Gamt"
"ENSMFAG00000028235","ENSMFAG00000028235","ENSMUSG00000038150",66612,"ENSMFAG00000028235.66612","Ormdl3"
"ENSMFAG00000002618","ENSMFAG00000002618","ENSMUSG00000037016",242022,"ENSMFAG00000002618.242022","Frem2"
"ENSMFAG00000041375","ENSMFAG00000041375","ENSMUSG00000031842",110385,"ENSMFAG00000041375.110385","Pde4c"
"ENSMFAG00000032570","ENSMFAG00000032570","ENSMUSG00000037519",233977,"ENSMFAG00000032570.233977","Ppfia1"
"ENSMFAG00000038588","ENSMFAG00000038588","ENSMUSG00000044906",269033,"ENSMFAG00000038588.269033","4930503L19Rik"
"ENSMFAG00000016446","ENSMFAG00000016446","ENSMUSG00000038506",102323,"ENSMFAG00000016446.102323","Dcun1d2"
"ENSMFAG00000038065","ENSMFAG00000038065","ENSMUSG00000004105",26360,"ENSMFAG00000038065.26360","Angptl2"
"ENSMFAG00000001771","ENSMFAG00000001771","ENSMUSG00000047793",208777,"ENSMFAG00000001771.208777","Sned1"
"ENSMFAG00000036952","ENSMFAG00000036952","ENSMUSG00000001910",66830,"ENSMFAG00000036952.66830","Nacc1"
"ENSMFAG00000039399","ENSMFAG00000039399","ENSMUSG00000087687",100503890,"ENSMFAG00000039399.100503890","Pet100"
"ENSMFAG00000043221","ENSMFAG00000043221","ENSMUSG00000024527",69597,"ENSMFAG00000043221.69597","Afg3l2"
"ENSMFAG00000046022","ENSMFAG00000046022","ENSMUSG00000079608",170461,"ENSMFAG00000046022.170461","Stard6"
"ENSMFAG00000001913","ENSMFAG00000001913","ENSMUSG00000025892",14802,"ENSMFAG00000001913.14802","Gria4"
"ENSMFAG00000038256","ENSMFAG00000038256","ENSMUSG00000017221",22123,"ENSMFAG00000038256.22123","Psmd3"
"ENSMFAG00000041520","ENSMFAG00000041520","ENSMUSG00000024287",225160,"ENSMFAG00000041520.225160","Thoc1"
"ENSMFAG00000016730","ENSMFAG00000016730","ENSMUSG00000039428",72759,"ENSMFAG00000016730.72759","Tmem135"
"ENSMFAG00000000789","ENSMFAG00000000789","ENSMUSG00000069565",70248,"ENSMFAG00000000789.70248","Dazap1"
"ENSMFAG00000040684","ENSMFAG00000040684","ENSMUSG00000038497",234076,"ENSMFAG00000040684.234076","Tmco3"
"ENSMFAG00000039571","ENSMFAG00000039571","ENSMUSG00000004630",18545,"ENSMFAG00000039571.18545","Pcp2"
"ENSMFAG00000026775","ENSMFAG00000026775","ENSMUSG00000026273",69821,"ENSMFAG00000026775.69821","Mterf4"
"ENSMFAG00000034424","ENSMFAG00000034424","ENSMUSG00000022136",100037258,"ENSMFAG00000034424.100037258","Dnajc3"
"ENSMFAG00000042024","ENSMFAG00000042024","ENSMUSG00000024530",225655,"ENSMFAG00000042024.225655","Prelid3a"
"ENSMFAG00000002649","ENSMFAG00000002649","ENSMUSG00000086545",192852,"ENSMFAG00000002649.192852","Lrrc3c"
"ENSMFAG00000011788","ENSMFAG00000011788","ENSMUSG00000038425",26447,"ENSMFAG00000011788.26447","Poli"
"ENSMFAG00000037302","ENSMFAG00000037302","ENSMUSG00000027744",229277,"ENSMFAG00000037302.229277","Stoml3"
"ENSMFAG00000031194","ENSMFAG00000031194","ENSMUSG00000031848",50783,"ENSMFAG00000031194.50783","Lsm4"
"ENSMFAG00000030736","ENSMFAG00000030736","ENSMUSG00000024513",17191,"ENSMFAG00000030736.17191","Mbd2"
"ENSMFAG00000036883","ENSMFAG00000036883","ENSMUSG00000031449",11945,"ENSMFAG00000036883.11945","Atp4b"
"ENSMFAG00000037737","ENSMFAG00000037737","ENSMUSG00000026274",269224,"ENSMFAG00000037737.269224","Pask"
"ENSMFAG00000034061","ENSMFAG00000034061","ENSMUSG00000041124",78100,"ENSMFAG00000034061.78100","Msantd4"
"ENSMFAG00000044292","ENSMFAG00000044292","ENSMUSG00000004626",20911,"ENSMFAG00000044292.20911","Stxbp2"
"ENSMFAG00000038106","ENSMFAG00000038106","ENSMUSG00000040017",20211,"ENSMFAG00000038106.20211","Saa4"
"ENSMFAG00000039991","ENSMFAG00000039991","ENSMUSG00000031450",24013,"ENSMFAG00000039991.24013","Grk1"
"ENSMFAG00000003151","ENSMFAG00000003151","ENSMUSG00000049504",212127,"ENSMFAG00000003151.212127","Proser1"
"ENSMFAG00000031041","ENSMFAG00000031041","ENSMUSG00000025893",69149,"ENSMFAG00000031041.69149","Kbtbd3"
"ENSMFAG00000000357","ENSMFAG00000000357","ENSMUSG00000036103",140792,"ENSMFAG00000000357.140792","Colec12"
"ENSMFAG00000001645","ENSMFAG00000001645","ENSMUSG00000038067",12985,"ENSMFAG00000001645.12985","Csf3"
"ENSMFAG00000046243","ENSMFAG00000046243","ENSMUSG00000025894",67618,"ENSMFAG00000046243.67618","Aasdhppt"
"ENSMFAG00000037632","ENSMFAG00000037632","ENSMUSG00000070972",72429,"ENSMFAG00000037632.72429","Dnajc25"
"ENSMFAG00000002078","ENSMFAG00000002078","ENSMUSG00000038457",272465,"ENSMFAG00000002078.272465","Tmem255b"
"ENSMFAG00000009200","ENSMFAG00000009200","ENSMUSG00000056204",66522,"ENSMFAG00000009200.66522","Pgpep1"
"ENSMFAG00000044903","ENSMFAG00000044903","ENSMUSG00000030559",72433,"ENSMFAG00000044903.72433","Rab38"
"ENSMFAG00000001573","ENSMFAG00000001573","ENSMUSG00000042997",212114,"ENSMFAG00000001573.212114","Nhlrc3"
"ENSMFAG00000027143","ENSMFAG00000027143","ENSMUSG00000020133",66374,"ENSMFAG00000027143.66374","2310011J03Rik"
"ENSMFAG00000037334","ENSMFAG00000037334","ENSMUSG00000006763",78935,"ENSMFAG00000037334.78935","Saal1"
"ENSMFAG00000036589","ENSMFAG00000036589","ENSMUSG00000024206",19725,"ENSMFAG00000036589.19725","Rfx2"
"ENSMFAG00000025369","ENSMFAG00000025369","ENSMUSG00000029649",66537,"ENSMFAG00000025369.66537","Pomp"
"ENSMFAG00000043611","ENSMFAG00000043611","ENSMUSG00000031451",14456,"ENSMFAG00000043611.14456","Gas6"
"ENSMFAG00000001815","ENSMFAG00000001815","ENSMUSG00000024533",68166,"ENSMFAG00000001815.68166","Spire1"
"ENSMFAG00000044806","ENSMFAG00000044806","ENSMUSG00000028398",66928,"ENSMFAG00000044806.66928","Dmac1"
"ENSMFAG00000041718","ENSMFAG00000041718","ENSMUSG00000031077",14082,"ENSMFAG00000041718.14082","Fadd"
"ENSMFAG00000036279","ENSMFAG00000036279","ENSMUSG00000028378",67103,"ENSMFAG00000036279.67103","Ptgr1"
"ENSMFAG00000039258","ENSMFAG00000039258","ENSMUSG00000048332",108927,"ENSMFAG00000039258.108927","Lhfpl6"
"ENSMFAG00000034683","ENSMFAG00000034683","ENSMUSG00000041624",234889,"ENSMFAG00000034683.234889","Gucy1a2"
"ENSMFAG00000030072","ENSMFAG00000030072","ENSMUSG00000029650",71706,"ENSMFAG00000030072.71706","Slc46a3"
"ENSMFAG00000031718","ENSMFAG00000031718","ENSMUSG00000030560",13032,"ENSMFAG00000031718.13032","Ctsc"
"ENSMFAG00000043763","ENSMFAG00000043763","ENSMUSG00000042104",66435,"ENSMFAG00000043763.66435","Uggt2"
"ENSMFAG00000036443","ENSMFAG00000036443","ENSMUSG00000043822",66548,"ENSMFAG00000036443.66548","Adamtsl5"
"ENSMFAG00000041359","ENSMFAG00000041359","ENSMUSG00000031452",66501,"ENSMFAG00000041359.66501","1700029H14Rik"
"ENSMFAG00000038150","ENSMFAG00000038150","ENSMUSG00000026275",66385,"ENSMFAG00000038150.66385","Ppp1r7"
"ENSMFAG00000030496","ENSMFAG00000030496","ENSMUSG00000088169",115487912,"ENSMFAG00000030496.115487912","Gm22059"
"ENSMFAG00000031397","ENSMFAG00000031397","ENSMUSG00000038630",100041581,"ENSMFAG00000031397.100041581","Zkscan16"
"ENSMFAG00000003778","ENSMFAG00000003778","ENSMUSG00000028397",76804,"ENSMFAG00000003778.76804","Kdm4c"
"ENSMFAG00000032200","ENSMFAG00000032200","ENSMUSG00000029651",77521,"ENSMFAG00000032200.77521","Mtus2"
"ENSMFAG00000034355","ENSMFAG00000034355","ENSMUSG00000049988",211228,"ENSMFAG00000034355.211228","Lrrc25"
"ENSMFAG00000002051","ENSMFAG00000002051","ENSMUSG00000035486",216166,"ENSMFAG00000002051.216166","Plk5"
"ENSMFAG00000030834","ENSMFAG00000030834","ENSMUSG00000027742",67542,"ENSMFAG00000030834.67542","Cog6"
"ENSMFAG00000038804","ENSMFAG00000038804","ENSMUSG00000025898",244672,"ENSMFAG00000038804.244672","Cwf19l2"
"ENSMFAG00000034520","ENSMFAG00000034520","ENSMUSG00000049583",108071,"ENSMFAG00000034520.108071","Grm5"
"ENSMFAG00000000503","ENSMFAG00000000503","ENSMUSG00000031453",19414,"ENSMFAG00000000503.19414","Rasa3"
"ENSMFAG00000039357","ENSMFAG00000039357","ENSMUSG00000025747",22171,"ENSMFAG00000039357.22171","Tyms"
"ENSMFAG00000032035","ENSMFAG00000032035","ENSMUSG00000058756",21833,"ENSMFAG00000032035.21833","Thra"
"ENSMFAG00000033415","ENSMFAG00000033415","ENSMUSG00000060534",13176,"ENSMFAG00000033415.13176","Dcc"
"ENSMFAG00000035681","ENSMFAG00000035681","ENSMUSG00000013974",69189,"ENSMFAG00000035681.69189","Mcemp1"
"ENSMFAG00000043457","ENSMFAG00000043457","ENSMUSG00000041313",11987,"ENSMFAG00000043457.11987","Slc7a1"
"ENSMFAG00000033353","ENSMFAG00000033353","ENSMUSG00000024207",328845,"ENSMFAG00000033353.328845","Acsbg2"
"ENSMFAG00000041433","ENSMFAG00000041433","ENSMUSG00000070003",76900,"ENSMFAG00000041433.76900","Ssbp4"
"ENSMFAG00000044264","ENSMFAG00000044264","ENSMUSG00000035478",17192,"ENSMFAG00000044264.17192","Mbd3"
"ENSMFAG00000000653","ENSMFAG00000000653","ENSMUSG00000031075",101772,"ENSMFAG00000000653.101772","Ano1"
"ENSMFAG00000044955","ENSMFAG00000044955","ENSMUSG00000001687",24109,"ENSMFAG00000044955.24109","Ubl3"
"ENSMFAG00000004048","ENSMFAG00000004048","ENSMUSG00000040236",66682,"ENSMFAG00000004048.66682","Trappc5"
"ENSMFAG00000039599","ENSMFAG00000039599","ENSMUSG00000024827",104174,"ENSMFAG00000039599.104174","Gldc"
"ENSMFAG00000035438","ENSMFAG00000035438","ENSMUSG00000018076",76199,"ENSMFAG00000035438.76199","Med13l"
"ENSMFAG00000039501","ENSMFAG00000039501","ENSMUSG00000024212",64144,"ENSMFAG00000039501.64144","Mllt1"
"ENSMFAG00000003178","ENSMFAG00000003178","ENSMUSG00000025899",67667,"ENSMFAG00000003178.67667","Alkbh8"
"ENSMFAG00000001859","ENSMFAG00000001859","ENSMUSG00000034107",404545,"ENSMFAG00000001859.404545","Ano7"
"ENSMFAG00000046023","ENSMFAG00000046023","ENSMUSG00000005540",14128,"ENSMFAG00000046023.14128","Fcer2a"
"ENSMFAG00000038118","ENSMFAG00000038118","ENSMUSG00000020889",217166,"ENSMFAG00000038118.217166","Nr1d1"
"ENSMFAG00000043465","ENSMFAG00000043465","ENSMUSG00000045019",171168,"ENSMFAG00000043465.171168","Acer1"
"ENSMFAG00000042134","ENSMFAG00000042134","ENSMUSG00000038416",69957,"ENSMFAG00000042134.69957","Cdc16"
"ENSMFAG00000032612","ENSMFAG00000032612","ENSMUSG00000020167",21423,"ENSMFAG00000032612.21423","Tcf3"
"ENSMFAG00000044565","ENSMFAG00000044565","ENSMUSG00000044167",56458,"ENSMFAG00000044565.56458","Foxo1"
"ENSMFAG00000045482","ENSMFAG00000045482","ENSMUSG00000073542",225659,"ENSMFAG00000045482.225659","Cep76"
"ENSMFAG00000042124","ENSMFAG00000042124","ENSMUSG00000050812",230249,"ENSMFAG00000042124.230249","Ecpas"
"ENSMFAG00000036659","ENSMFAG00000036659","ENSMUSG00000074491",75863,"ENSMFAG00000036659.75863","Clec4g"
"ENSMFAG00000032609","ENSMFAG00000032609","ENSMUSG00000052915",74026,"ENSMFAG00000032609.74026","Msl1"
"ENSMFAG00000003515","ENSMFAG00000003515","ENSMUSG00000031533",57312,"ENSMFAG00000003515.57312","Mrps31"
"ENSMFAG00000045366","ENSMFAG00000045366","ENSMUSG00000004651",22173,"ENSMFAG00000045366.22173","Tyr"
"ENSMFAG00000039699","ENSMFAG00000039699","ENSMUSG00000041986",270162,"ENSMFAG00000039699.270162","Elmod1"
"ENSMFAG00000045978","ENSMFAG00000045978","ENSMUSG00000002661",66400,"ENSMFAG00000045978.66400","Alkbh7"
"ENSMFAG00000044263","ENSMFAG00000044263","ENSMUSG00000019139",71780,"ENSMFAG00000044263.71780","Isyna1"
"ENSMFAG00000043025","ENSMFAG00000043025","ENSMUSG00000021929",16648,"ENSMFAG00000043025.16648","Kpna3"
"ENSMFAG00000032370","ENSMFAG00000032370","ENSMUSG00000041264",231915,"ENSMFAG00000032370.231915","Uspl1"
"ENSMFAG00000041496","ENSMFAG00000041496","ENSMUSG00000078676",192160,"ENSMFAG00000041496.192160","Casc3"
"ENSMFAG00000044042","ENSMFAG00000044042","ENSMUSG00000031482",18408,"ENSMFAG00000044042.18408","Slc25a15"
"ENSMFAG00000003355","ENSMFAG00000003355","ENSMUSG00000002658",98053,"ENSMFAG00000003355.98053","Gtf2f1"
"ENSMFAG00000032586","ENSMFAG00000032586","ENSMUSG00000060063",11690,"ENSMFAG00000032586.11690","Alox5ap"
"ENSMFAG00000003203","ENSMFAG00000003203","ENSMUSG00000014932",22612,"ENSMFAG00000003203.22612","Yes1"
"ENSMFAG00000033641","ENSMFAG00000033641","ENSMUSG00000034088",110611,"ENSMFAG00000033641.110611","Hdlbp"
"ENSMFAG00000003171","ENSMFAG00000003171","ENSMUSG00000020946",56494,"ENSMFAG00000003171.56494","Gosr2"
"ENSMFAG00000041859","ENSMFAG00000041859","ENSMUSG00000021930",66674,"ENSMFAG00000041859.66674","Spryd7"
"ENSMFAG00000040587","ENSMFAG00000040587","ENSMUSG00000036461",13709,"ENSMFAG00000040587.13709","Elf1"
"ENSMFAG00000044539","ENSMFAG00000044539","ENSMUSG00000024539",19255,"ENSMFAG00000044539.19255","Ptpn2"
"ENSMFAG00000030115","ENSMFAG00000030115","ENSMUSG00000003341",67331,"ENSMFAG00000030115.67331","Atp8b3"
"ENSMFAG00000008703","ENSMFAG00000008703","ENSMUSG00000033060",380928,"ENSMFAG00000008703.380928","Lmo7"
"ENSMFAG00000000292","ENSMFAG00000000292","ENSMUSG00000007670",16549,"ENSMFAG00000000292.16549","Khsrp"
"ENSMFAG00000035649","ENSMFAG00000035649","ENSMUSG00000029659",70717,"ENSMFAG00000035649.70717","Medag"
"ENSMFAG00000045016","ENSMFAG00000045016","ENSMUSG00000038398",67031,"ENSMFAG00000045016.67031","Upf3a"
"ENSMFAG00000041696","ENSMFAG00000041696","ENSMUSG00000042195",72022,"ENSMFAG00000041696.72022","Slc35f2"
"ENSMFAG00000044774","ENSMFAG00000044774","ENSMUSG00000070002",13716,"ENSMFAG00000044774.13716","Ell"
"ENSMFAG00000035671","ENSMFAG00000035671","ENSMUSG00000029660",75860,"ENSMFAG00000035671.75860","Tex26"
"ENSMFAG00000001426","ENSMFAG00000001426","ENSMUSG00000038020",268480,"ENSMFAG00000001426.268480","Rapgefl1"
"ENSMFAG00000042055","ENSMFAG00000042055","ENSMUSG00000035235",66597,"ENSMFAG00000042055.66597","Trim13"
"ENSMFAG00000034371","ENSMFAG00000034371","ENSMUSG00000024815",66745,"ENSMFAG00000034371.66745","Trpd52l3"
"ENSMFAG00000002005","ENSMFAG00000002005","ENSMUSG00000030562",50490,"ENSMFAG00000002005.50490","Nox4"
"ENSMFAG00000000214","ENSMFAG00000000214","ENSMUSG00000053465",50787,"ENSMFAG00000000214.50787","Hs6st3"
"ENSMFAG00000022364","ENSMFAG00000022364","ENSMUSG00000044819",239283,"ENSMFAG00000022364.239283","Oxgr1"
"ENSMFAG00000034268","ENSMFAG00000034268","ENSMUSG00000022023",22380,"ENSMFAG00000034268.22380","Wbp4"
"ENSMFAG00000042387","ENSMFAG00000042387","ENSMUSG00000046168",328424,"ENSMFAG00000042387.328424","Kcnrg"
"ENSMFAG00000040043","ENSMFAG00000040043","ENSMUSG00000034656",12286,"ENSMFAG00000040043.12286","Cacna1a"
"ENSMFAG00000036070","ENSMFAG00000036070","ENSMUSG00000031074",14174,"ENSMFAG00000036070.14174","Fgf3"
"ENSMFAG00000039700","ENSMFAG00000039700","ENSMUSG00000026276",18000,"ENSMFAG00000039700.18000","Septin2"
"ENSMFAG00000039085","ENSMFAG00000039085","ENSMUSG00000075595",268469,"ENSMFAG00000039085.268469","Zfp652"
"ENSMFAG00000036876","ENSMFAG00000036876","ENSMUSG00000024810",77125,"ENSMFAG00000036876.77125","Il33"
"ENSMFAG00000039503","ENSMFAG00000039503","ENSMUSG00000046329",66972,"ENSMFAG00000039503.66972","Slc25a23"
"ENSMFAG00000046183","ENSMFAG00000046183","ENSMUSG00000055660",76781,"ENSMFAG00000046183.76781","Mettl4"
"ENSMFAG00000040531","ENSMFAG00000040531","ENSMUSG00000018486",22412,"ENSMFAG00000040531.22412","Wnt9b"
"ENSMFAG00000045724","ENSMFAG00000045724","ENSMUSG00000047710",101994,"ENSMFAG00000045724.101994","Champ1"
"ENSMFAG00000043051","ENSMFAG00000043051","ENSMUSG00000031073",14170,"ENSMFAG00000043051.14170","Fgf15"
"ENSMFAG00000010595","ENSMFAG00000010595","ENSMUSG00000093007",387174,"ENSMFAG00000010595.387174","Mir15a"
"ENSMFAG00000041491","ENSMFAG00000041491","ENSMUSG00000022139",105559,"ENSMFAG00000041491.105559","Mbnl2"
"ENSMFAG00000005165","ENSMFAG00000005165","ENSMUSG00000079614",72124,"ENSMFAG00000005165.72124","Seh1l"
"ENSMFAG00000018638","ENSMFAG00000018638","ENSMUSG00000029657",15505,"ENSMFAG00000018638.15505","Hsph1"
"ENSMFAG00000037972","ENSMFAG00000037972","ENSMUSG00000022022",211253,"ENSMFAG00000037972.211253","Mtrf1"
"ENSMFAG00000014044","ENSMFAG00000014044","ENSMUSG00000043385",258922,"ENSMFAG00000014044.258922","Or2k2"
"ENSMFAG00000041672","ENSMFAG00000041672","ENSMUSG00000050860",237928,"ENSMFAG00000041672.237928","Phospho1"
"ENSMFAG00000030050","ENSMFAG00000030050","ENSMUSG00000000125",22415,"ENSMFAG00000030050.22415","Wnt3"
"ENSMFAG00000039043","ENSMFAG00000039043","ENSMUSG00000038013",68524,"ENSMFAG00000039043.68524","Wipf2"
"ENSMFAG00000044112","ENSMFAG00000044112","ENSMUSG00000034066",227377,"ENSMFAG00000044112.227377","Farp2"
"ENSMFAG00000031978","ENSMFAG00000031978","ENSMUSG00000002668",70785,"ENSMFAG00000031978.70785","Dennd1c"
"ENSMFAG00000001170","ENSMFAG00000001170","ENSMUSG00000024056",67052,"ENSMFAG00000001170.67052","Ndc80"
"ENSMFAG00000000498","ENSMFAG00000000498","ENSMUSG00000047417",66932,"ENSMFAG00000000498.66932","Rexo1"
"ENSMFAG00000000871","ENSMFAG00000000871","ENSMUSG00000074909",240614,"ENSMFAG00000000871.240614","Ranbp6"
"ENSMFAG00000033209","ENSMFAG00000033209","ENSMUSG00000032850",269695,"ENSMFAG00000033209.269695","Rnft2"
"ENSMFAG00000045931","ENSMFAG00000045931","ENSMUSG00000011832",213027,"ENSMFAG00000045931.213027","Evi5l"
"ENSMFAG00000036715","ENSMFAG00000036715","ENSMUSG00000051615",76108,"ENSMFAG00000036715.76108","Rap2a"
"ENSMFAG00000043606","ENSMFAG00000043606","ENSMUSG00000022020",66897,"ENSMFAG00000043606.66897","Naa16"
"ENSMFAG00000001055","ENSMFAG00000001055","ENSMUSG00000038811",14710,"ENSMFAG00000001055.14710","Gngt2"
"ENSMFAG00000044270","ENSMFAG00000044270","ENSMUSG00000017499",23834,"ENSMFAG00000044270.23834","Cdc6"
"ENSMFAG00000039013","ENSMFAG00000039013","ENSMUSG00000070348",12443,"ENSMFAG00000039013.12443","Ccnd1"
"ENSMFAG00000044115","ENSMFAG00000044115","ENSMUSG00000058833",66462,"ENSMFAG00000044115.66462","Rex1bd"
"ENSMFAG00000045009","ENSMFAG00000045009","ENSMUSG00000024570",68731,"ENSMFAG00000045009.68731","Rbfa"
"ENSMFAG00000040330","ENSMFAG00000040330","ENSMUSG00000044279",224912,"ENSMFAG00000040330.224912","Crb3"
"ENSMFAG00000041756","ENSMFAG00000041756","ENSMUSG00000046138",240613,"ENSMFAG00000041756.240613","Brd10"
"ENSMFAG00000003631","ENSMFAG00000003631","ENSMUSG00000013418",14422,"ENSMFAG00000003631.14422","B4galnt2"
"ENSMFAG00000001833","ENSMFAG00000001833","ENSMUSG00000024542",70799,"ENSMFAG00000001833.70799","Cep192"
"ENSMFAG00000030822","ENSMFAG00000030822","ENSMUSG00000057280",18198,"ENSMFAG00000030822.18198","Musk"
"ENSMFAG00000001307","ENSMFAG00000001307","ENSMUSG00000007888",12931,"ENSMFAG00000001307.12931","Crlf1"
"ENSMFAG00000045793","ENSMFAG00000045793","ENSMUSG00000057130",27366,"ENSMFAG00000045793.27366","Txnl4a"
"ENSMFAG00000032937","ENSMFAG00000032937","ENSMUSG00000034187",18195,"ENSMFAG00000032937.18195","Nsf"
"ENSMFAG00000001613","ENSMFAG00000001613","ENSMUSG00000013415",140486,"ENSMFAG00000001613.140486","Igf2bp1"
"ENSMFAG00000035404","ENSMFAG00000035404","ENSMUSG00000032867",231672,"ENSMFAG00000035404.231672","Fbxw8"
"ENSMFAG00000032189","ENSMFAG00000032189","ENSMUSG00000037992",19401,"ENSMFAG00000032189.19401","Rara"
"ENSMFAG00000001811","ENSMFAG00000001811","ENSMUSG00000078963",66255,"ENSMFAG00000001811.66255","Hsbp1l1"
"ENSMFAG00000038156","ENSMFAG00000038156","ENSMUSG00000046589",72267,"ENSMFAG00000038156.72267","Lrrc8e"
"ENSMFAG00000043030","ENSMFAG00000043030","ENSMUSG00000022018",66214,"ENSMFAG00000043030.66214","Rgcc"
"ENSMFAG00000002597","ENSMFAG00000002597","ENSMUSG00000030662",70572,"ENSMFAG00000002597.70572","Ipo5"
"ENSMFAG00000041094","ENSMFAG00000041094","ENSMUSG00000019489",21948,"ENSMFAG00000041094.21948","Cd70"
"ENSMFAG00000038628","ENSMFAG00000038628","ENSMUSG00000024054",74355,"ENSMFAG00000038628.74355","Smchd1"
"ENSMFAG00000012354","ENSMFAG00000012354","ENSMUSG00000047197",353155,"ENSMFAG00000012354.353155","Gjd3"
"ENSMFAG00000045477","ENSMFAG00000045477","ENSMUSG00000035964",67937,"ENSMFAG00000045477.67937","Tmem59l"
"ENSMFAG00000044622","ENSMFAG00000044622","ENSMUSG00000001773",53320,"ENSMFAG00000044622.53320","Folh1"
"ENSMFAG00000018059","ENSMFAG00000018059","ENSMUSG00000100486",100042960,"ENSMFAG00000018059.100042960","Gm4131"
"ENSMFAG00000003750","ENSMFAG00000003750","ENSMUSG00000005824",50930,"ENSMFAG00000003750.50930","Tnfsf14"
"ENSMFAG00000013643","ENSMFAG00000013643","ENSMUSG00000034006",66943,"ENSMFAG00000013643.66943","Slc66a2"
"ENSMFAG00000045846","ENSMFAG00000045846","ENSMUSG00000014351",14607,"ENSMFAG00000045846.14607","Gip"
"ENSMFAG00000000907","ENSMFAG00000000907","ENSMUSG00000024544",52662,"ENSMFAG00000000907.52662","Ldlrad4"
"ENSMFAG00000041822","ENSMFAG00000041822","ENSMUSG00000051950",381694,"ENSMFAG00000041822.381694","B3glct"
"ENSMFAG00000031756","ENSMFAG00000031756","ENSMUSG00000002948",26400,"ENSMFAG00000031756.26400","Map2k7"
"ENSMFAG00000036408","ENSMFAG00000036408","ENSMUSG00000058997",219189,"ENSMFAG00000036408.219189","Vwa8"
"ENSMFAG00000044731","ENSMFAG00000044731","ENSMUSG00000024164",12266,"ENSMFAG00000044731.12266","C3"
"ENSMFAG00000030099","ENSMFAG00000030099","ENSMUSG00000035184",629059,"ENSMFAG00000030099.629059","Fam124a"
"ENSMFAG00000002270","ENSMFAG00000002270","ENSMUSG00000020914",21973,"ENSMFAG00000002270.21973","Top2a"
"ENSMFAG00000044279","ENSMFAG00000044279","ENSMUSG00000026277",59041,"ENSMFAG00000044279.59041","Stk25"
"ENSMFAG00000045564","ENSMFAG00000045564","ENSMUSG00000014349",268470,"ENSMFAG00000045564.268470","Ube2z"
"ENSMFAG00000043180","ENSMFAG00000043180","ENSMUSG00000017493",16010,"ENSMFAG00000043180.16010","Igfbp4"
"ENSMFAG00000031531","ENSMFAG00000031531","ENSMUSG00000032898",231670,"ENSMFAG00000031531.231670","Fbxo21"
"ENSMFAG00000042388","ENSMFAG00000042388","ENSMUSG00000009535",67897,"ENSMFAG00000042388.67897","Rnmt"
"ENSMFAG00000001585","ENSMFAG00000001585","ENSMUSG00000017607",217169,"ENSMFAG00000001585.217169","Tns4"
"ENSMFAG00000030949","ENSMFAG00000030949","ENSMUSG00000091155",319433,"ENSMFAG00000030949.319433","Serpine3"
"ENSMFAG00000045375","ENSMFAG00000045375","ENSMUSG00000003575",382056,"ENSMFAG00000045375.382056","Crtc1"
"ENSMFAG00000032012","ENSMFAG00000032012","ENSMUSG00000037944",12775,"ENSMFAG00000032012.12775","Ccr7"
"ENSMFAG00000044337","ENSMFAG00000044337","ENSMUSG00000052151",50784,"ENSMFAG00000044337.50784","Plpp2"
"ENSMFAG00000034273","ENSMFAG00000034273","ENSMUSG00000011837",102209,"ENSMFAG00000034273.102209","Snapc2"
"ENSMFAG00000000539","ENSMFAG00000000539","ENSMUSG00000026278",51800,"ENSMFAG00000000539.51800","Bok"
"ENSMFAG00000003638","ENSMFAG00000003638","ENSMUSG00000003344",208198,"ENSMFAG00000003638.208198","Btbd2"
"ENSMFAG00000031816","ENSMFAG00000031816","ENSMUSG00000033323",67655,"ENSMFAG00000031816.67655","Ctdp1"
